,text,misinformation,index
4375,"Brigadier a trabalhar contra??? são bombeiros??? # quem deveria estar a desligar, tá pondo fogo! algum tipo de técnica de combate? responde ao ibom e ao icybe. Depois vêm os grupos de esquerda a acusar o governo. Nesses órgãos ele está contaminado com esclerose. Eu não quero acreditar que o ser humano é tão malvado até ao ponto de uma tal atitude. Brigadier do icybe que deveria estar a proteger a natureza, está a disparar no mesmo!!! lugar parece que está na praça, vejam o que o icybe, que deveria estar a proteger a natureza, está a fazer. prestem atenção à sua maxilar. pipe fdp!!!, o icybe que o órgão tem de terminar. que tem de vir à sabedoria do ministro e do presidente.",1,8187
4376,"""Miriam Leadon recebeu o seu benefício de 27 dólares, cortado pelo Ministro do trabalho, fim da recompensa da ditadura para o antigo """" Amel """" e 2,2 mais vagabundos.""",1,8188
4377,"o parceiro do esquilo a beber com os seus amigos, tudo sem maquilhagem, e ainda assim, à frente da câmara, o rapaz, como um bom actor, diz aos alienígenas para pararem de o ouvir, para se proteger, o parceiro do esquilo a sair para um canto do bar com os insectos, o parceiro do esquilo é reconhecido por ter saído o esquilo do bar — nojo da cena, uma pessoa na multidão é atraída para ele — vejam.",1,8190
4378,"Agora é uma lei publicada no diário oficial dos sindicatos, o 31 de outubro, o dia nacional do evangelio — uma lei que vale a pena divulgar a 13,246!!!",1,8191
4379,"A Interpol encontrou um quadro que desapareceu do palácio mais alto, um quadro valorado em mais de sete milhões de dólares pelo pintor franky schayffyr que foi descoberto por uma agência internacional numa das mansões do multimillonário italiano gianluka vachy; o quadro tinha desaparecido do activo mais alto do governo Lula; o conselho do milionário afirma ter comprado o quadro do proprietário por 4,9 milhões de dólares numa galeria de arte na Itália; o nome na receita é nada menos do que """" inassic de seda. """" Quem é este inassic de seda?",1,8193
4380,O que se pode esperar de um presidente de uma câmara que vai ao aniversário de um antigo primeiro-ministro condenado pela justiça que está na prisão? Eu respondi: se pode esperar que ele agarre a um governo que tenta agir corretamente.,1,8194
4381,"expldlu! ministro de sthf com sthf — O Brasil está chocado ao descobrir!, bomba! ministro de sthf com sthf. corre nos painéis de sthf que um dos ministros tem sido diagnosticado com sthf se isso é verdade, o bolsonaro pode trocar três e não dois ministros do córtex mais alto além do casaco de melodía e da moldura de aurochs, o bolsonaro pode escolher um terceiro ministro até ao fim do seu primeiro mandato, """" Quem tiver ferimento de ferro, ferirá de ferro. """" ministro de sthf com sthf. toffoli., painéis de bronze: os comentários dizem que o ministro de sthf toffoli seria com sthf. muito, muito mau. infelizmente, incluindo não anunciar, o ministro de sthf com sthf é toffoli,",1,8196
4382,"O presidente da Corte Federal Suprema, """" Days of Toffoli """", foi internado para fazer uma cirurgia de drenagem de abcessos no sábado (Saturday). Durante a internação, o ministro mostrou sinais que sugeriam que ele tinha uma doença coronaria e, portanto, estaria a ser monitorizado., o ministro está a fazer bem e respira normalmente sem a ajuda de dispositivos, nota nota assinada pelo secretário de saúde da Corte Federal Suprema., as abcessas são coleções de material purulente, de acordo com o """" website """" da sociedade da dermatologia brasileña, embora normalmente surjam de infecções bactérias, as abcessas podem em alguns casos ser uma manifestação de outras doenças cutáneas., em quarta-feira (Wednesday), o toffoli tinha sido testado para a doença coronaria., inicialmente, o ministro estará em congé",0,8197
4383,"O embaixador da China no Brasil explicou o ataque ao navio do Brasil dizendo que o embaixador da China no Brasil, Li Jinzhang, que invadiu os campos de pesca chineses, era o navio de pesca oceanográfico do Brasil; mesmo que estivesse na costa do Brasil, porque o governo assinava um tratado pelo qual o Brasil cedou por 25 anos parte da costa do Brasil para a pesca chinesa, a tonta da dilma apenas causou danos ao Brasil.",1,8200
4384,""""" O Bullsonaro tem de enviar para prender o Joon deoria por espionagem, sabotaje, traição contra a pátria e convencer-o, e por ser o representante da China da deoria. """" Amigos, não se esqueçam de que a deoria está a preparar a receção para oito empresários chineses que vão chegar ao Brasil no próximo setembro com o objectivo de comprar empresas falidas. """" O skaf tem de se encontrar com o bullsonaro e as guerrillas para analisar o mercado. Temos de divulgar nos """" media """" uma maneira de impedir que estes chineses entrem no aeroporto de Guarulhos, como é o caso com turistas italianos que foram impedidos de entrar na cidade do salvador. """" Os patriotas estarão no dia do aterramento dos chineses no aeroporto, mas irão para a comitiva e para",1,8202
4385,"Vídeo: o repórter ataca a filha de Bolsner e o presidente responde: """" conselho para fazer a vossa boca de porco """" a provocação do repórter está a sair da mão. urgentemente! como sempre, os """" junk """" media mentiram e tiram o vídeo do contexto. o presidente de Bolsner respondeu ao que o atacau com a frase: """" Vamos visitar a filha dele na prisão. """" o repórter ataca a filha de Bolsner e o presidente responde: """" conselho para fazer a vossa boca de porco """" um vídeo gravado no momento em que o presidente está na prisão bolsner responde o repórter do mundo mostra o outro lado da situação. depois do jornalista dizer que ele vai visitar a filha do presidente na prisão, bolsner então responde """" conselho para fazer a vossa boca de porco """". os meios de comunicação",1,8203
4386,"um jornalista da Globe News chama às pessoas brasilianas """" pessoas estúpidas """". Depois de melhorar a popularidade dos tabloides na busca, um jornalista da Globe News chama às pessoas estúpidas. Voltando ao governo dos tabloides, vejam ali, o meu povo no Nordeste, o que a Globe News disse: pessoas estúpidas.",1,8205
4387,"Só para vos lembrar: o F.S. removeu um """" buffer """" do controlo da vaca, dando esse poder aos governadores e aos executivos — não cubrir o presidente — o F.S. impediu o """" buffer """" de agir, transferindo o poder de tomar decisões sobre a vaca aos governadores — a culpa é do F.S. e dos governadores! — só para vos lembrar: o F.S. removeu um """" buffer """" do controlo da vaca, deu responsabilidade a governadores e aos executivos — não cubrir o presidente.",1,8207
4388,"este tipo é um """" incompetente """" ver a ponte do rio Xingu que ele vai construir com tecnologia de ponta alta é um doido, uma ponte do rio Xingu — alta tecnologia — é o que este tipo é mesmo estúpido, ver a ponte do rio Xingu que este tipo enviou para construir com tecnologia de ponta alta é um mito!",1,8211
4389,"Um estudo levado pelo Instituto de Análisis e publicado esta sexta-feira no """" website """" do jornal """" pollster's paper """" mostra que a reelecção do presidente saliente do governo do Brasil chegou a 51%, a pior nota desde o início do mandato do presidente, em janeiro de 219. Era 45% no anterior estudo, em maio. Outro 24 por cento financia a administração do presidente saliente, o mesmo número que em maio. Quem acha que a administração do presidente saliente é regular caiu de três por cento em maio para 24 por cento no estudo publicado esta sexta-feira. A pergunta feita pelo Instituto foi, """" Pensam que o presidente saliente do governo do Brasil está a fazer um grande, bom, regular, limpo ou terrível governo? """" resumido, os """" bons """" e """" limpos """" correspondem ao percentagem",0,8214
4390,""""" A câmara anónima confirma a legalização do aborto numa pandemia completa. """" Usando técnicas sofisticadas de manipulação da linguagem, a câmara adoptou ontem as leis 1444/22 e 1552/22 que legalizam o aborto até às 22 semanas no Brasil. Para enganar o público, a palavra aborto foi retirada do projeto e substituída por """" acesso completo às mulheres """" e """" atenção humana. """" Mas basta ir ao """" website """" do Conselho Nacional de Saúde dos Secrétariatos Municipales e descobrir o que esses termos significam, vejam, """" atenção humana significa incluir as mulheres nas decisões sobre o seu próprio corpo. Todas as mulheres têm direito à planificación familiar, ter acesso a informação sobre métodos e técnicas para prevenir a gravidez. """" Existem outros documentos oficiais do governo que tratam de assuntos como """" saúde reprodutiva """", que destacam a melhoria dos",1,8215
4391,"gilmar mendes, e mandetta... apanhar chopp em portugués, gilmar mendes e gilmar mendes no bairro de esquawk em Lisboa apanhar chopinho, gilmar mendes e gilmar mendes apanhar chops em portugués. mandetta é o herói mais recente dos meios de comunicação comunista, o """" pior ministro da saúde na história do Brasil """", de acordo com os meios de comunicação, reparam que na vida normal de uma pandemia portuguesa total, eu peço na mandetta flagrante e no seu rei gilmar mendes apanhar chops sem distância e sem máscaras e sem quarenta. vivemos um grande engano enquanto dizem ficar em casa! que estava no bairro de esquawk em Lisboa! mais sobre o lixo que vivemos cliquem no tópico. #mostreseuhospital, gilmar mende",1,8217
4392,"Com a chegada das águas do rio são francesas a família da galinha vai ficar sem vapor para carros de 1,5 pipa, 77 empresas de carros de pipa no matatório vão falir, toda a família da galinha. Sabiam que a pq não conseguiu o trabalho feito? 549 companhias de tubos de água no matatório vão colapsar com a chegada da água gratuita, sendo 77 companhias da família da galinha, a família da galinha tinha 77 empresas de carros de pipa no matatório, por isso não tinham interesse em abrir a transposição.",1,8220
4393,"Acabaram de decretar um estado de emergência pública, fechando o comércio e as fronteiras dos estados. """" Voltando ao zero, o governador das minas terrestres ordena ao estado de fechar as fronteiras dos estados. Eles decretaram um estado de emergência pública para cada estado de minas terrestres. O decreto se aplica a todas as 853 empresas mineiras, e em relação ao comércio, só os serviços essenciais serão disponíveis a partir de sexta-feira.",1,8222
4394,"dória assinau um contrato para desenvolver o vacina para covid, com sinovac, da China, e a escola de internamento. A vacina chama-se coronavac. O contrato foi assinado em Agosto 219. Eu não compreendia. Agosto do ano passado? Como? coronavac? na China, no ano passado? Como? dória é uma filantropa tremenda. a criança assinau o contrato no ano passado? Como é que aconteceu? É por isso que o cloroquin foi tão rejeitado??? na verdade, muito conveniente a publicidade para o vacina chinês: pelo menos, ele quer abarrotar as investigações e o impeachment., atenção... urgente... vejam que dória disse que ela assinava um contrato para esse vacina em Agosto 219? as oficinas estão em Paul na China e vender o Estado aos chineses.",1,8224
4395,"arrestou o bombeiro assassino Maxwell Simons que vive numa casa de dois milhões de dólares e dirige uma empresa de dois milhões de dólares — envolvido na morte da Marielle Franco, a outra que não sei quem.",1,8226
4396,"Versão um: O PLQ avalado requer mascara, com uma ridícula alteração do Senado, que permite quebrar a inviolabilidade do tribunal privado para processar se o V.C. e as suas visitas são mascaradas, as operações da polícia na favela não podem, mas entrar na vossa casa para ver se o V.C. é mascarado pode.",1,8228
4397,"Uma carta circulando nas redes sociais diz: """" Agora é uma lei. O uso de máscaras já não é obligatorio em todo o Brasil. Está na revista oficial do sindicato: a lei 1419. """" A mensagem é: """" A lei 1419/22 não diz que o uso de máscaras já não é obligatorio. """" Na verdade, diz simplesmente o oposto. Determina o uso obligatorio de máscaras de proteção pessoal para viajar em espaços públicos e privados acessíveis ao público, nas estradas públicas e nos transportes públicos. """" A publicação falsa está enganosamente ligada a uma publicação no """" website """" do Senado que fala sobre o veto do papel de voto do presidente num decreto que determinou o uso obligatorio de máscaras no comércio, nas escolas e nas igrejas. Contudo, como o próprio relatório do Senado deixa claro, o veto do presidente num",0,8229
4398,"Penso que as escolas podem voltar para as aulas, mas no sistema """" peer-to-peer """", um dia os estudantes vão, outro dia os professores — (Risos) — Dilma disse que as escolas deveriam voltar para o trabalho. Com """" peer-to-peer """": um dia os professores vão, um dia os estudantes vão, um dia os diretores vão.",1,8230
4399,""""" É o Brasil, querido! Olhem ali, oh! É o Brasil! Onde é que vêem isto? Vocês vêem isto em qualquer sítio? Já viram passageiros daquele modo, harmoniosamente, onde estão a ser acolhados pela polícia? Lá, oh! Está aqui, oh! As caras estão a dar vida para vocês também. """" O PM de São Paulo mantém os manifestantes fora do tribunal. No SP muitas pessoas em São Paulo pediram à Gloria. O governador enviou a polícia militar para limpar a rua. Só o PM parou e apoiou as pessoas. A ordem inconstitucional não tem de ser cumplida. A Gloria envelhece contra a lei e a Constituição. Vai-se processar. O PM de São Paulo apoia os manifestantes. Muito bem feito, bons guerreiros.",1,8232
4400,"No dia 1 de maio, festa dos trabalhadores. O filho do Gobernador Renan curado do vírus da artéria coronaria no dia 25 de abril, 22 de abril — curado no dia 1 de maio, audição para o secretário da educação com cataratas, curado em cinco dias.",1,8233
4401,"Vou repetir aqui as palavras do grande líder messião salvador do Brasil: """" Se precisar de apoio, vou pedir a essas malas ali para pegarem numa bandeira e abaná-la à frente do palácio. """" amanhã, mais malas vão estar ali à frente do palácio porque uma mala é uma mala. Se precisar de apoio, vou pedir a uma dessas malas ali para pegarem numa bandeira e abaná-la à frente do palácio. """" (Risos) Deixem a garganta. Se precisar de apoio, vou pedir aos vendedores lá fora para abaná-la de carne de porco da bandeira. (Risos) É por isso que as pessoas e as fantasias que estão a defender os vendedores são verdadeiramente cegas.",1,8237
4402,"O jornal oficial de hoje, 21 de Mayo, 22 página 9, Amendamento 3. O Governador João de Ororia dirigiu-se à Assembleia Legislativa e vai ser votada pela Assembleia... fechado do 1 de Junho ao 15 de Junho, para aqueles que tenham tempo de ler: fechado em São Paulo do 1 de Junho ao 15 de Junho, se forem para a rua, sem prova de trabalho relacionado com serviços essenciais, serão condenados. bater, brigada! e ficar em casa!, fechado em São Paulo??? Vamos ver Amendamento 3, ao Bill No. 351 de 22... urgente!!!! queres quebrar o Estado?????? o comunismo imposto pelo ditador queres quebrar o Estado de São Paulo!!!",1,8239
4403,"O Gobernador de São Paulo, Juan Doria, diz que é uma mensagem falsa, uma mensagem que diz que ele passou um bloqueo em São Paulo. A mensagem com a desclaimer foi publicada no """" website """" oficial do governo de São Paulo, numa rede social. As mensagens estão a circular nas redes sociais dizendo que o governo de São Paulo passou uma lei que proibiu o movimento das pessoas em São Paulo. Isto é — o texto refere-se à proposta de enmienda de um presidente de estado que já foi rejeitada na comissão da legislatura de São Paulo por uma maioria de votos. O que tem efeito no estado é um decreto de quarantana até ao 31 de maio. A mensagem falsa ainda diz que os veículos essenciales teriam sido o decreto de estado falso. Numa outra mensagem a circular nas redes sociais, o texto diz que o hospital de campanha de Ibirapuera está fechado. Isto é — a",0,8240
4404,"absurdo — o governador do estado de Belize está a esconder o chloro hidroxil e a deixar as pessoas morrer, o governador do estado de Belize está a esconder toneladas de chloro em frascos e a deixar as pessoas morrer.",1,8248
4405,"O governador do estado costeiro russo P.T. / B. está a pedir que a prefectura de porto seguro, o olivadeiro do P.D., limpa urgentemente dois casos de coronavirus para colocarem-se nas estatísticas e pedir dinheiro do governo federal. """" As imagens falam por si mesmas, e ainda existem pessoas imbeciles que entram no meu perfil para defender essa colheita.",1,8250
4406,"Um golpe. Todos os comandos militares combinados para enterrar túmulos vazios. Estám enterrando túmulos vazios para apanizar a população da Amazónia. """" Denunciaram hoje no jornal da banda. """" Aqui vamos nós. Vamos pegar em poder diferente disto.",1,8252
4407,"Eles estão a partir das redes de camas para dizer que não há cama para o caixeiro para enviar mais dinheiro, hospital a ser desmontado para entrar nas estatísticas das redes de camas!!! redes de camas!!! olhem para o relatório sobre a desappropriação do hospital, hospital a ser desmontado para entrar nas estatísticas das redes de camas por corrupção19, quanto mais desafortunado o caso seja, quanto mais dinheiro pode ser roubado sem licitação e sem impostos, é um trabalho pesado... que o governador das redes de camas é um mentiroso... eles estão a partir das redes de camas para dizer que não há cama para o caixeiro para enviar mais dinheiro, olhando para uma pequena vergonha e deitado ali...",1,8254
4408,"Curitiba tem dois milhões de habitantes, e o presidente do jornal grego não fechou o comércio, zero mortes, o presidente do jornal grego de Curitiba, não deixou nada de fechou, porque é incrível o que parece, as pessoas que o fechou foram por causa da cultura de medo nos meios de comunicação social, até descobrirem que em Curitiba, ninguém tinha deixado nada de fechou, mas isso não é o que o globo mostra, dois milhões de habitantes, zero mortes, eu não deixei nada de fecho, diz a Curitiba, que os cientistas que coordinam esse fecho geral, que explicam que...",1,8256
4409,"Olhem para o novo chefe da casa civil nomeado pelo governador, o general do exército Walter braga neto. vamos revisá-lo em todos os grupos!!!, perfeito discurso do general braga neto! sem o apoio da população, o exército não vai fazer nada, mas não é apenas o apoio dos """" media """", mas também nas ruas, como é dito: uma coisa é ter vontade; outra coisa é querer e quem quer alguma coisa luta por ela., barulho vazio do general braga neto, pronto para a intervenção militar no Brasil., braga neto disse que vai haver uma pena de morte para a autoridade que traz o Brasil.",1,8258
4410,"Isto é, ele está a gritar aos eleitores do nordeste para uma guerra civil, mais uma prova da sua verdadeira intenção de espalhar medo entre a população acerca deste vírus.",1,8259
4411,"""(Presidente) perdeu outra, uma professora falsa é uma mulher de negócios militante do bolso que espalha ódio no Brasil com notícias falsas!!!"" """" Outra notícia falsa da milicia mascarada a mulher que pediu intervenção militar e dictatorial na entrevista do presidente é uma rapariga. Quem se lembra da vendedora de maçãs? Ela é a própria. Olhem para o passado da """" professora do menino. """" Ela diz que q ensina aulas privadas, mas é professor, ela vive num bairro nobre e o telemóvel q é c filha é mais caro q o meu salário... Tive mais informação, ñ ela é viúva, está casada mas disse ser separada, o marido professor, morre num bairro rico sim...""",1,8261
4412,"Os bolshevis têm acabado de anunciar, no palácio do Planalto, acompanhado pelo Ministro da Economia Paul Gaud, a sua demissão como presidente da República, porque já não tolerarão a pressão da crise da coroa.",1,8263
4413,"""#Bosonaroo! Vocês são todos tolos! Como é que vocês fazem com que os miúdos voltem para a escola no meio de uma pandemia? Genocidio!"", """" O Ministro da Educação quer que os miúdos voltem para a escola no meio de uma pandemia. """" """" O Ministro da Educação acusa que a razão para a suspensão das aulas é a falta de higiene nas escolas, e, ao terminar o discurso do orçamento, promete recursos para comprar álcool e água de banho com a recomendação, """" Volta para a aula. """" Há alguém ignorante sobre este governo?",1,8265
4414,"Querido governo federal do Brasil — previsão social de acordo com a medida provisional do 18 de março, 922, 22 de março, que cada cidadão com mais de seis anos que esteja nas ruas a partir do dia 22 de fevereiro, terá a sua cidadania suspensa por um período indefinido de tempo, crianças e netos com mais de 18 anos serão responsáveis por uma multa de R$1.45, mil e 45 reais, essa medida foi feita para garantir a saúde pública / saúde privada da actual ameaça covid19. coronavirus. juntos somos mais fortes. ver saúde 136.",1,8267
4415,"um promotor remoto que investigava os flavonoides e agora um delegato remoto que investigava os assassinos de mariele, percebem?",1,8269
4416,"Ele podia ter pensado em tudo o que precisava de ser votado no país para lá ir, e ele está parado no seu armário, a sua cara não está a fazer o que está a ser pago para fazer agora como relator, e ele está a olhar para a frente. Simplesmente falta! (Risos) Raparigas, Rodrigo Maia acabou de anunciar que vai candidatar-se a presidente da República em 222.",1,8271
4417,"""O leão foi rochado em França! pt tira vergonha do Brasil!"", ""... Estou a pensar aqui: se o leão foi rochado em Paris quando ele alegava que o morão era um mentiroso, então é concluidamente compreensível que eles sabem que ali o leão é um roubo, então porque é que eles condenaram o corrupto e não aquele que o condenava, estes curiosos franceses."" ""O leão sendo um leão... rochado num país socialista — falam mal do sereno ministro morão.""",1,8275
4418,"Um caso supostamente extrajudicial no topo do palácio através da Internet, envolvendo ninguém menos do que a 37 anos de Michael bolsonaro, e o antigo primeiro-ministro osmar terra. A primeira senhora chega a apresentar algumas perspectivas de casamento desconfortáveis ao presidente jair bolsonaro, de acordo com a fonte, e ela até chegou por si própria a viajar pelo país com osmar terra, o que seria a principal razão para o seu partida.",1,8276
6,"bruno maranhão, um dos líderes mais fortes da MST, foi levado com um avião, cheio de drogas, armas e muito lixo, espada à direita nas invasões terrestres do Brasil, direitos humanos e agora? Se o mundo não o mostrar, vamos fazer os media, publicaremos para que se espalhe.",1,8280
4419,"circula nos """" media """" sociais uma impressão de um """" tweet """" atribuído ao ex presidente e candidato presidencial Lula (pt) em que ele afirma dizer que o tráfico de drogas gera riqueza. Isto é., o """" tweet """" falso diz: """" O tráfico de drogas gera riqueza para comunidades esquecidas pelo @jairbolsonaro. No meu governo, o """" @mst """" oficial e várias comunidades terão o seu lugar certo no país. Vamos trabalhar para descriminar as drogas e tornar o país mais progressista. """", não há tal publicação no perfil do animal. A imagem é um montagem., uma pesquisa avançada do perfil """" Twitter """" verificado do Lula revela que não há resultados para o conteúdo exprimido na mensagem viral, como podem ver por baixo., se o """" tweet """" foi escrito e depois borrado, pode ser capturado pelo """" Project 7c """",",0,8281
4420,"A banda T.V. deu uma palestra sobre isso esta manhã, e depois o Congresso e o Senado chamaram-no e ameaçaram remove-lo de outros jornais, e já foi removido do YouTube. (Risos) Escreve-te.",1,8282
4421,"O presidente George W. Bush fez o seu bocado, o governo federal cortará impostos no valor do combustível, os governadores cortarão o PIB no seu estado, ajudarão o governo federal com esta proposta, um preço justo do combustível para todos os brasilianos: gasolina, R$3, etanol, R$1.8, diesel, R$1.5, s1, R$1.8, gás de cozinha, R$4, gasolina, R$2. Se cada um de nós enviar para cinco reduções, e cada um de eles enviar para mais cinco, dentro de 24 horas o Brasil vai abraçar esta campanha, queremos preços justos, façam o vosso bocado.",1,8284
4422,"O governo do Brasil, através do Ministro da ponte, ciência e tecnologia / Exército do Brasil, lançou o maior programa de interconexão de Internet por mar do mundo. Toda a região do Brasil, incluindo os territórios indígenas, terá um design direto com o mundo em geral. É o governo em que eu votoi, Amazon Connected, um projecto do governo do Brasil. Olhem para isso, amigo. Amazon Connected através de cabos de fibra óptica vai marcar o governo do Brasil e levar o governo ao ponto culminante — tecnologia de informação e comunicação, a base de qualquer desenvolvimento económico, social e ambiental, para que o Brasil possa ter o domínio completo da Amazónia do Brasil. Eu não sabia desse projeto importante, que me surpreendeu.",1,8285
4423,"Morrow pode ser condenado à prisão pelo S.T. O congresso nacional está cada vez mais convencido de que será inevitável nomear um Comité de Investigação Parlamentaria Paritaria para investigar o Ministro da Justiça, Sergio Morrow, um antigo 13o jurado do C.U.A. condenado a conspirar com membros da guarda de prisão, ""extra... extra... prisão por infracção e Morrow pode ser condenado em qualquer momento.""",1,8288
4424,"ativistas pequenos a chamarem-se de """" cavalo da corrupção """", é inestimable, ninguém mais apoia a revolução com os nove dedos, ativistas P.T. a chamarem-se de """" cavalo da corrupção """" na plénière, a fação criminal à qual ele não pertence já não apoia essa imprudência ao tentar enganar as associações do partido uma vez mais, ativistas P.T. a chamarem-se de """" cavalo da corrupção """", uma coisa sem igual que merece ser partilhada, porque ativistas pequenos estão a pensar fora da caixa do esqueleto.",1,8290
4425,"Lula a ser expulsa da cidade de Bagdade rs. kkkkkkkkkk Penso que é um pouco, Lula a ser expulsa da cidade de Bagdade no grande rio sul, no 14 de Novembro de 1921, as atitudes corretas não deixam este vídeo morrer, os moradores da cidade interior estão a expulsar uma caravana de Lula e a mostrar que os braços Brasilianos que amam a liberdade são a maioria, crítica para cinco pessoas e vamos tornar-nos virales para defender o nosso país.",1,8291
4426,"(Vídeo) Narrador: Lula foi decapitado hoje num recifetório, foi assim que o roubo morreu, foi recebido num recifetório, nos braços das pessoas, como se ele se sentisse amada, e agora as apostas vão cair, porque o Brasil se estabeleceu. (Vídeo) Narrador: Lula foi decapitado hoje num recifetório — à tarde. (Vídeo) Narrador: Hoje, o antigo presidente Lula lançou a sua viagem de injustiça através do nordeste, a primeira paragem foi num recifetório, e como podem ver neste vídeo de telemóvel, é claro que Lula não é bem recebido no chão, ele foi perseguido e mutilado, e o Brasil não é o mesmo que era quando governava oferecendo milhares de milhões aos pobres e milhares de milhões em financiamento a mega-empreendedores e empreende",1,8292
4427,"A atenção do Brasil: Carlos Bolsonaro foi expulsado de todos os meios de comunicação social (Facebook, Instagram, Twitter) por ordens do Ministro da Corte Suprema Federal gilmar mendes após a mobilização do tópico #impeachmentgilmarmendes Vamos partilhar esse apelo: A nossa democracia está num risco imminente: #rescuedemocracy",1,8293
4428,"mensagens nas redes sociais afirmam que o presidente do estado, Charles Taylor, filho do presidente do estado, Jair Taylor, foi expulsado de todas as redes sociais por ordens do Ministro Federal de Supremo Tribunal gilmar mendes. As mensagens são que, uma pesquisa no sistema para o processamento das redes sociais do stf mostra que não há decisão nisto respeito., de acordo com o juiz superior, é completamente falsa a informação que gilmar mendes determinou a retirada dos perfiles de Charles Taylor do ar., o Twitter também diz que não tomou nenhuma medida em relação à conta de Charles Taylor. Isto é, foi borrada pelo próprio dono da conta., o Facebook, que também é responsável pelo Instagram, afirma que a informação circulando nas redes sociais é falsa. A conta foi também desactivada da plataforma pelos políticos",0,8294
4429,"o rosto queima com a nossa justiça e depois encolher-se-á com o nosso rosto... só vocês podem... ainda temos que engolir esse tofu cantando mal pelo tofu e votando errado!!! infelizmente temos o presidente do nosso Supremo Tribunal que defende os interesses da banditería no maior rosto sujo do mundo, a noite foi longa para o tofu """" motherfucker """" comemorando a liberdade do chefe. difícil de aceitar... olhem para o tofu cheio de cascudas comemorando a libertação do chefe de leão com os nossos dinheiro. isso não está na televisão.",1,8295
4430,Vocês estão a festejar a libertação da espada! Vocês estão a festejar a libertação da espada e a prova de libertação de muitos bandidos e senhores da droga. Não é isso como estas criaturas estão felizes? Pseudo-Pseudo-Resistência Snipers! Os prisioneiros estão a festejar a decisão da S.T. de acabar com a prisão em dois casos. Está a circular em vídeos de redes sociais de prisioneiros a festejar a decisão da S.T. Em nenhum momento nós ligamos a espada ao vídeo. Nós apenas reportamos que os prisioneiros estavam a festejar a decisão da S.T.,1,8297
4431,"Os Brasiles que mostram que não vamos aceitar isso, que o lula está a ser expulsado de um restaurante em Curitiba, depois de saír do cárcere, para começar o jogo, os Brasiles que mostram que não vamos aceitar isso, que o lula está a ser expulsado de um restaurante para começar o jogo, que o lula está a ser expulsado de um restaurante para ir ao campo de beisbol, é verdade como enganar um ideologista de esquerda: o lula está a ser expulsado de um restaurante depois de ser despedido, """" cárcere, cárcere, cárcere, cárcere! """" Os Brasiles que mostram que não vamos aceitar o lugar do vilão e do vilão condenado e da cárcere, que o lula está a ser expulsado de um restaurante ontem para começar os jogos, aqui está um bom Brasil, Brasil sem corrupção.",1,8298
4432,""""" urgente! crime contra a segurança nacional. Lobbyista gleisi hopemann, chama aos extremistas de esquerda para provocar o mesmo terrorismo que acontece no Chile. vídeo de gleisi hopemann confirma a viagem do MP ao Chile para fazer uma violência internacional. vejam!, """" a viúva girafa gleisi hopemann confirma a viagem do MP ao Chile para fazer uma violência internacional. vejam!, """" gleisi hopeman, député federal e presidente da P.T., conhecida por o seu código de amor no departamento fiscal de Odebrecht, incitando ódio e violência, dizendo que está a ir para o Chile, proclamando violência internacional. há pão com matança! """" gleisi hopeman, deve ser acusada de terrorismo, doença para o Brasil. que a esquerda está a detonar o Chile, temos de ter cuidado que o nosso país não seja a casa desses bandidos. #come",1,8299
4433,"está a preparar um lançamento sem precedentes em Curitiba no final do mês, quando o FSB votará sobre as libertaçãos em segunda instancia. Imediatamente após o voto, haverá a expedição da exigência do Sr. Lula de libertação imediata, onde está a ser organizada uma marcha de milhões de pessoas, com representantes oficiais dos governos da América Latina e da América Central, + delegações do continente africano. A mobilização será maior se compararmos essa visão quando houve a liquidação. Mais de cinco autocarros foram concebidos em todos os cantos do país, dois helicópteros e aviões estão prontos para tal evento. O noroeste a pé, através dos seus governadores, está pronto. O queimamento de fogos em Curitiba e brasseries será maior do que o alerta do rio. O mundo está a preparar a cobertura como um evento de estado.",1,8300
4434,"urgentemente no próximo fim-de-semana nas manifestações de esquerda contra a papaia, os ratos colocarão blocos pretos vestidos de camisas de papaia para atacar mulheres nas ruas e criarão imagens do impacto contra o presidente, um folleto distribuído nos EUA pelos antifascistas para encorajar os grupos de direita a atacar. viral! eles já estão a organizar para espalhar a papaia no Brasil como estão a fazer no Chile. é o fórum de are paulo em ação. espalhar-o em todos os meios sociais. então antes de isso acontecer, as pessoas já saberão que são armas extremistas de esquerda",1,8303
4435,"n o t i c i a m a r a v i l h o s a!!!! bolsonaro promulgou esta lei vamos espalhar Deus é fiel e obrigado por nós! alleluia glória a Deus!!! O 31 de outubro já não é o dia dos lobos no Brasil! é o dia para proclamar que Jesus vive e está a voltar! é o dia do Evangelio!!!! vocês precisam de espalhar-lo!, vale a pena lembrar-se se mobilizam! vamos escrever uma nova história no nosso local de nascimento! Eu traço para o conhecimento de todos que foi publicado no diário oficial da unidade no dia 31/1 como o dia nacional do Evangelio. lei 13.246 do diário oficial da unidade. vale a pena prar pela glória da nação a Deus!!!!!!!!!!!",1,8305
4436,"""Bolsonaro despega o presidente da caixa e exige que os resultados da próxima lotería sejam aprovados por ele antes da revelação,"" ""Bolsonaro despega o presidente da caixa depois de um mega-summit ir embora para o conselho de referees depois de saber que o mega-summit foi para um grupo de árbitros do partido de trabalhadores — o conselho de referees, o coro bolsonaro, lutou com o presidente da caixa e decidiu despegar-o.""",1,8306
