,text,misinformation,index
6182,"olha só, vamos fazer assim:

*WILSON LIMA* = 💚
*DAVID ALMEIDA* = 💙

Votem ai, o que a maioria decidir, o movimento, vc acha que que nao deveria apoiar?!",0,6182
4341,"👊🏽😎🇧🇷👊🏽😎🇧🇷👊🏽😎🇧🇷
Curta a pagina oficial do Delegado Federal Eguchi
Acompanhe sua trajetória e tire suas dúvidas fazendo perguntas no imbox.
candidato a Deputado Federal PSL no PARÁ

#EGUCHI 1⃣7⃣0⃣0⃣

#BOLSONARO 1⃣7⃣

👊🏽😎🇧🇷👊🏽😎🇧🇷👊🏽😎🇧🇷",0,4341
4587,Se tiver alguma gangue provocando você ou querendo lesionar você porque você vota no BOLSONARO CHAMAR A POLÍCIA MILITAR OU FEDERAL É CRIME ELEITORAL  LIGAR 193  190  OU PRA POLÍCIA FEDERAL,0,4587
763,"Plano de Resíduos Sólidos: Piauí tem o pior índice entre estados, diz ministério - ;utm_campaign=share button",0,763
13015,"Aprenda a fechar embalagens de um jeito fácil, rápido e prático, e o melhor, sem usar prendedores de roupa! Essa técnica é perfeita para você que acabou de devorar metade de um saco de salgadinho, e quer guardar sem murchar o salgadinho que sobrou para mais tarde. A técnica é muito simples: três voltinhas, uma dobrinha de cada lado e um pulo do gato! Hãaa? Assista ao vídeo e entenda como seguindo esses três passos você terá um saco, lacrado, fechado e pronto para carregar para todos os lados. O salgadinho murcha devido à umidade do ar. Se você se esqueceu de lacrar ou não conhecia essa técnica revolucionária para guardar seus salgadinhos, conheça o vídeo do Vlog do Manual do Mundo ensinando a salvar seu biscoito e salgadinho envelhecido. Chega de gastar água da caixa para regar plantas e lavar quintal. Neste vídeo, vamos… Você já ouviu falar em criação de minhocas? A minhocasa, basicamente, trata-se de um sistema… Quem aí gosta de uma road trip e não perde tempo quando o assunto é… Aprenda a identificar o LED queimado e a consertar aquelas lâmpadas que você iria jogar…",0,13015
13926,"No dia 11 de abril de 2019, o presidente Jair Bolsonaro lançou a “Agenda dos 100 dias”, apontando 35 metas alcançadas, e assinou 18 decretos. (Clique AQUI para ler o documento ou AQUI para conferir o resumo das ações). Powered by Object1ve",0,13926
2402,Série de Estudos - Aspecto Histórico da Revolução Russa e a Crise Marxista [parte 2/3],0,2402
3819,"Vc já decidiu o seu voto para Presidente? Se sim, beleza! sei que vc está consciente da escolha. Se ainda não...

Ja é hora de deixarmos para trás aquilo que nos impedem de irmos para frente...",0,3819
13164,"Sendo o aplicativo para celulares mais usado do Brasil, o WhatsApp é o braço direito de muita gente na vida digital. É nele que conversamos com amigos distantes, trocamos fotos e vídeos, resolvemos problemas pessoais, nos informamos (às vezes com boatos, infelizmente) e entramos em contato com prestadores de serviços. Apesar de muita gente usar o WhatsApp, muitos não dominam todas as funções da ferramenta. Até porque, ele está sempre se atualizando e incrementando. Uma das mudanças mais recentes, por exemplo, é a videochamada em grupo. VEJA TAMBÉM: Mesmo que o UOL Tecnologia esteja sempre trazendo as novidades e dicas sobre o app, é possível que você tenha perdido algumas delas. Sendo assim, segura esse compilado de dicas e recursos e como usá-los. $escape.getH()uolbr_geraModulos(‘embed-infografico’,‘/2018/tag-page-whatsapp-1527257908908.vm’) Enviar Siga Tilt Enviar",0,13164
15942,"Lupa​: “VÍDEO: REPÓRTER ATACA FILHA DE BOLSONARO E PRESIDENTE REAGE; ‘vontade de encher sua boca de porrada'” FALSO Lupa Atualização às 19h do dia 25 de agosto de 2020: Alguns dos vídeos que circularam nas redes sociais propagando essa informação falsa tem a assinatura do estudante de jornalismo Samuel Pancher. Ele não é, contudo, o autor dessa peça de desinformação. Inicialmente, ele publicou uma das gravações da cena com a legenda “vou encher a tua boca de porrada”, somente, sem qualquer referência à filha de Bolsonaro. Nela, incluiu sua marca d’água. Posteriormente, defensores do presidente usaram o vídeo publicado pelo estudante como base para produzir a peça de desinformação, inserindo por conta própria a legenda falando da filha do presidente. Pancher contatou a Lupa para explicar a situação.",0,15942
6036,"É um empresário respeitado e que Ganhou o Top Ser Humano da Abrh este ano, Luís Binoto. Mensagem correta e sem ideologia alguma. Repasse nos grupos, com a família e com os amigos se puder. Obrigado.",0,6036
2878,""" BRASIL QUE EU QUERO""?
POR MAIS POLÍTICOS COM ATITUDES IGUAIS AS DO CLEITINHO VEREADOR DA CIDADE DE DIVINÓPOLIS.",0,2878
2296,"Mas essa escolha começa dentro de cada um de nós, no expurgo da educação. Que o Brasil possa ter orgulho novamente de ser honesto, sem a lei da vantagem. Que o Senhor nos abençoe, que Ele em sua infinita misericórdia nos dê a paz em meio a ""guerra"" ideológica que alienação e escraviza o povo. Amém. Deus nos abençoe.",0,2296
13564,"O Palácio Nacional, destruído no terremoto, ainda não foi reconstruído, e as grades que cercam o terreno para evitar a aproximação de manifestantes estão recobertas por uma tela verde, que não permite a quem está do lado de fora enxergar as instalações provisórias da sede do governo*. * Trecho corrigido em relação à versão impressa, na qual consta, incorretamente, que o Palácio Nacional já foi reconstruído.",0,13564
5834,"Patriotas colocaram hoje uma faixa no centro de Brasília, na rodoviária do Plano Piloto,
Escrito: Bolsonaro Presidente Buzine 
Olhe o que aconteceu ...",0,5834
6332,"Caros irmãos e digníssimas irmãs, a paz do Senhor!!!
Somos ensinados a não nos envolvemos com política ou partido, sendo que, devemos exercer nosso compromisso de cidadão, ou seja, votar de acordo a nossa consciência, analisando e escolhendo bem os candidatos que vão nos representar, evitando votar em candidatos ateus, comunistas e àqueles que são contra a obra de Deus (anti-evangélicos)...
Todavia, nada nos impede no dia da eleição, levarmos no "" *BOLSO* *O* *HINÁRIO* "" - E como sugestão cantar o hino 17!!! 🤣🤣🤣🤣🤣
(Pr Paulo H. Cunha)",0,6332
4574,Alguém sabe se o pessoal que estava vendendo as camisas com os copos estão nesse grupo,0,4574
4875,"O motorista morreu, mas já teve alta. . .essa rede globo kkkkkkkkk",0,4875
10538,"O cantor Arlindinho Cruz, 29, filho de Arlindo Cruz, falou nesta quarta-feira (2), ao canal do jornalista Rica Perrone no YouTube, sobre o AVC sofrido pelo pai e o vício dele em cocaína. O sambista sofreu um AVC em 2017, ficou internado um ano e três meses e agora se recupera em casa. Arlindinho contou ao jornalista que nunca falou sobre o vício do pai porque queria esperar a irmã crescer um pouco mais. “Ele contou já se tratando [do vício] em cocaína. Eu sempre soube, ele me falou com uns 11, 12 anos”, disse Arlindinho O cantor disse que Arlindo Cruz sempre foi bom para todo mundo, o melhor pai e que só fazia mal para ele mesmo. Segundo Arlindinho, o pai é um cara maravilhoso, mas que tinha um calcanhar de Aquiles, uma fraqueza: o vício. Arlindo Cruz durante o baile de carnaval CARNAUOL, no Rio de Janeiro, em fevereiro de 2015. Arlindo Cruz e Marcelo D2 durante show em homenagem aos 450 anos da cidade do Rio de Janeiro, em fevereiro de 2015. Arlindo Cruz antes do evento ""Tim Music na Rua"", em São Paulo, em setembro de 2015. Arlindo Cruz na desta de 20 anos da Escola de Samba Mancha Verde. Arlindo Cruz na festa da 14ª edição do Troféu Raça Negra, em São Paulo, em novembro de 2016. O cantor Arlindo Cruz . Arlindo Cruz no camarote Brahma, no carnaval de São Paulo em fevereiro de 2017. “Um vício que mexe muito no sistema nervoso central, e aí para se libertar, tinha sido muito difícil. Ele já tinha se tratado algumas vezes, mas nunca tinha conseguido por tanto tempo.” O artista falou que antes do pai ter sofrido o AVC ele estava no seu melhor momento da vida e há muito tempo sem beber ou usar drogas. “Desde quando eu acompanho a vida dele, nunca tinha visto meu pai tanto tempo sem beber, sem usar droga alguma.” O cantor afirma que hoje se considera uma pessoa completamente careta devido ao vício do pai e que fica muito triste quando descobre que amigos estão usando a droga. Ele admitiu que gosta de beber e já chegou a usar maconha, mas antes de entender todos os impactos dessas escolhas. “Eu não sou aqui o caretão. Eu bebo cerveja, já fumei maconha uma vez ou outra na vida. Não fumo, mas já fumei. Com os amigos, antes de entender esse universo. Mas depois passei a escolher o que eu quero e o que eu não quero para a minha vida. É isso. É um meio-termo”, disse Arlindinho. Um dos nomes mais fortes do samba desde os anos 1980, Arlindo Cruz integrou o grupo Fundo de Quintal, celeiro do samba e do pagode no Rio de Janeiro. Em 2018, o compositor foi homenageado pela escola Império Serrano. Arlindo é autor de diversos sambas-enredo das escolas Império Serrano, Grande Rio e Vila Isabel, e compôs ou interpretou sucessos do gênero, como ""O Show Tem que Continuar"", ""Camarão que Dorme a Onda Leva"" e ""Meu Lugar"". Arlindo Neto (Arlindinho) . Arlindo Neto (Arlindinho) e o pai Arlindo Cruz. Cantor Sombrinha. Arlindo Neto (Arlindinho) . Leci Brandão. Arlindo Neto (Arlindinho) - Clipe da musica 'Esse Nego'. Arlindo Neto (Arlindinho) - Clipe da musica 'Esse Nego'. Arlindo Neto (Arlindinho) - Clipe da musica 'Esse Nego'.",0,10538
13566,"Eis as seguintes frases em evidência, as quais encontram-se na voz passiva. Permute-as para a voz ativa: a – Os conteúdos foram estudados pelos alunos. b – Todos os comentários foram discutidos durante a reunião. c – Todas as questões discursivas do concurso foram anuladas. d – As crianças eram estimuladas constantemente ao hábito da leitura. e – Os jogadores eram comandados por um técnico bastante exigente. Diante das alternativas expostas, assinale a que se encontra na voz reflexiva: a – Antigamente contavam-se muitas histórias. b – O garoto feriu-se com o objeto pontiagudo. c – Os artistas foram aplaudidos pela plateia. d – As mercadorias foram repostas conforme a demanda. e – Questões polêmicas permeiam a sociedade. Analise as orações a seguir atentando-se para o que se pede: Alugam-se casas neste bairro Precisa-se de funcionários nesta empresa Há semelhança entre ambas quanto à classificação do sujeito? Justifique sua resposta. (Fundação Carlos Chagas) Transpondo para a voz passiva a oração “O faro dos cães guiava os caçadores”, obtém-se a forma verbal: a- ( ) guiava-se b- ( ) ia guiando c- ( ) guiavam d- ( ) eram guiados e- ( ) foram guiados Em meio às orações que seguem há a predominância da voz passiva analítica. Exercite seus conhecimentos transcrevendo-as para a voz passiva sintética, conforme aponta o modelo: Móveis rústicos são fabricados nesta empresa – passiva analítica Fabricam-se móveis rústicos nesta empresa – passiva sintética a – Atrações turísticas são exploradas nesta cidade. b – Inúmeros obstáculos foram vencidos durante a graduação. c – Apartamentos são alugados nas cidades litorâneas. d- Palavras agressivas foram ouvidas durante a conversa. e – Muitas acusações são proferidas aos candidatos durante sua gestão. a- Os alunos estudaram os conteúdos. b – Durante a reunião discutiram todos os comentários. c – Anularam todas as questões discursivas do concurso. d – Constantemente estimulava as crianças ao hábito da leitura. e – Um técnico bastante exigente comandava os jogadores. Letra “b” é a alternativa correta. Não. O sujeito da primeira oração classifica-se como simples e o da segunda, indeterminado. A afirmativa torna-se verídica ao passo que na primeira oração é permitida a mudança para a voz passiva sintética. Alternativa “d”. a- Exploram-se atrações turísticas nesta cidade. b – Venceram-se inúmeros obstáculos durante a graduação. c – Alugam-se apartamentos nas cidades litorâneas. d- Ouviram-se palavras agressivas durante a conversa. e – Proferem-se muitas acusações aos candidatos durante sua gestão.",0,13566
2169,"Hashtag “#RouanetNão”, contra o manifesto de artistas, atinge o 1o lugar no Twitter",0,2169
672,"Glra comemoração da vitória em frente o Posto Trevo ....bora ? Vai dar certo, vamos ganhar e fazer barulho e soltar foguete...",0,672
16379,"Lupa “?*Na DrogaRaia tem!*?
Prezados clientes, é com enorme satisfação que anunciamos o início dos agendamentos para vacinação Particular contra a Covid-19. ?
Somente 20 vagas por dia! Agende agora seu horário.
Agilidade e comodidade!
CoronaVac – R$225,00
Pfizer – R$ 295,00
Jensen (Dose Única) – R$379,50″ FALSO Lupa",0,16379
16676,"Camilo lidera com 69% e venceria no primeiro turno no Ceará, diz Ibope. A pesquisa Ibope divulgada nesta segunda-feira (24) aponta que o governador do Ceará, Camilo Santana (PT) venceria a eleição já no primeiro turno. Santana é candidato à reeleição e continua na liderança folgada com 69% das intenções de voto. A margem de erro é de três pontos percentuais para mais ou para menos.
Os percentuais dos demais candidatos foram: General Theophilo (PSDB): 7%;  Dr. Hélio Góis (PSL): 2%; Ailton Lopes (PSOL): 1%; Francisco Gonzaga (PSTU): 1%; Mikaelton Carantino (PCO) não pontuou. Ele desistiu da campanha, mas o nome já constava na pesquisa. Votos brancos e nulos marcam 13% e não sabem ou não responderam, 6%.
Na pesquisa anterior, divulgada no dia 16 de agosto, os percentuais de intenção de votos eram os seguintes: Camilo Santana: 64%; General Theophilo: 4%; Ailton Lopes: 2%; Hélio Góis: 2%; Gonzaga: 2%. Brancos/nulos: 17%; Não sabe: 9%. Mikaelton Carantino (PCO) não pontuou.
O levantamento foi encomendado pela TV Verdes Mares, afiliada à TV Globo no Ceará. Foram ouvidos 1.204 eleitores em 60 cidades do Ceará, entre os dias 18 e 24 de setembro. A margem de erro é de três pontos percentuais para mais ou para menos. A pesquisa está registrada no TSE (Tribunal Superior Eleitoral) sob o número BR-09795/2018 e no TRE (Tribunal Regional Eleitoral): CE-09888/2018.
Nesta pesquisa, também foram levantados dados sobre o índice de rejeição dos candidatos, a qual o eleitor afirma qual candidato ele não votaria de forma alguma. A lista é a seguinte: General Theophilo: 34%; Francisco Gonzaga: 33%; Ailton Lopes: 28%; Dr. Hélio Góis: 27%; Mikaelton Carantino: 24%; e Camilo Santana: 13%. Poderia votar em todos: 4%. Não sabe/não respondeu: 25%.
Na disputa pelas duas vagas no Senado, o Ibope mostra que Cid Gomes (PDT) lidera a lista com 64%. Ele subiu nove pontos em relação ao levantamento anterior, divulgado em 16 de agosto, e ampliou sua diferença para Eunício Oliveira (MDB), segundo colocado, que oscilou de 37% para 39%.
Os candidatos Eduardo Girão (PROS) e Dra. Mayra (PSDB) estão empatados tecnicamente, com 10% e 9%, respectivamente. A lista é completada por: Pastor Pedro Ribeiro (PSL): 3%; Pastor Simões (PSOL): 3%; João Saraiva (Rede): 2%; Dr. Márcio Pinheiro (PSL): 2%; Anna Karina (Psol): 2%; Alexandre Barroso (PCO): 1%; Magela (PSTU): 1%; Robert Burns (PTC): 1%. O candidato Bardawil não pontuou.
Votos brancos/nulos vaga número 1 ficou em 12%. Já os brancos/nulos da vaga número dois marcou 21%. Não sabe, não respondeu: 29%.
Este é o segundo levantamento do Ibope realizado após a oficialização das candidaturas na Justiça Eleitoral. Os candidatos Bardawil e Magela tiveram candidaturas indeferidas pelo TSE, mas participaram das pesquisas.
Na pesquisa anterior, divulgada no dia 16, os candidatos pontuaram da seguinte forma: Cid Gomes (PDT): 55%; Eunício (MDB): 37%; Eduardo Girão (PROS): 9%; Pastor Pedro Ribeiro (PSL): 7%; Dra. Mayra (PSDB): 6%; Anna Karina (Psol): 4%; Pastor Simões (Psol): 4%; João Saraiva (Rede): 4%; Alexandre Barroso (PCO): 3%; Dr. Márcio Pinheiro (PSL): 3%; Magela (PSTU): 3%; Robert Burns (PTC): 2%. Votos brancos/nulos na vaga número 1 foram 15%. Votos brancos/nulos na vaga número 2 foram 22%. Não sabe, não respondeu: 27%.",0,16676
10624,"Pergunta: Devo comer fruta de estômago vazio, para que não se misture a outros alimentos e cause fermentação, apodrecendo? “A resposta é definitivamente não”, disse Dr. Mark Pochapin, diretor do Centro Monahan de Saúde Gastrointestinal do NewYork-Presbyterian Hospital/Weill Cornell Medical Center. “Você pode comer frutas a qualquer momento”. Nada apodrece no estômago, disse Pochapin. Esse processo, também chamado de fermentação, é a ação bacteriana nos alimentos, resultando em decomposição. Devido à presença de ácido hidroclórico, o estômago tem muito poucas bactérias. “Uma das principais funções do estômago”, explicou ele, “é esterilizar o alimento, misturando-o e agitando-o”.Na época em que não existiam geladeiras nem supermercados, os alimentos se estragavam com facilidade, e o ácido do estômago ajudava a proteger o corpo da intoxicação alimentar, disse ele. “O local onde as frutas produzem gás é no cólon, não no estômago”, disse Pochapin. O cólon está cheio de bactérias e age como o sistema de esgoto do corpo. O alimento leva de 6 a 10 horas para chegar ao cólon, o que explica por que não importa muito quando a fruta é consumida, disse Pochapin. As frutas contêm açúcar e vitaminas, que são absorvidas no intestino delgado, e fibras complexas, que passam pelo trato gastrointestinal sem muita digestão. Quando a fibra chega ao cólon, a bactéria dali se alimenta da fibra e produz gás como resultado, independente de quando ou com quê a fibra foi ingerida. © 2010 New York Times News Service Enviar Siga Tilt Enviar",0,10624
16482,"Lupa “Agora estamos com um conceito excelente na Transparência Internacional [com relação ao combate à Covid-19]” VERDADEIRO, MAS “Eu abri três hospitais com respiradores que me mandou o ministro [da Saúde, Eduardo] Pazuello” EXAGERADO “Cinemas e teatros abriram na hora em que as mortes caíram, em que os leitos de UTI sobraram (…)” VERDADEIRO, MAS Atualização às 18h40 de 26 de outubro: Essa checagem foi atualizada para incluir dados mais recentes de mortes por dia e para esclarecer que o percentual de leitos ocupados aumentou porque alguns leitos foram destinados para outras finalidades. “Eu já paguei metade do 13º [salário] deste ano na Páscoa. Todos os anos eu adiantei o décimo terceiro” VERDADEIRO, MAS “Se eu acreditasse na pesquisa Ibope, Bolsonaro não era presidente. Era o Haddad, o Ciro ou o Alckmin, os três ganhavam dele na pesquisa Ibope das últimas semanas” FALSO “[Rafael Greca] fechou [o comércio] (…) quando tinha um caso por semana (…)” FALSO “(…) E abriu (…) em julho, quando tínhamos 15 mortos, 14 mortos por dia” VERDADEIRO “Foram fechados 37 postos de saúde em plena pandemia em Curitiba” VERDADEIRO, MAS “Mais de 20 vezes de reajuste da tarifa técnica [do transporte coletivo] no período [da gestão de Greca]” VERDADEIRO, MAS “Curitiba caiu no ranking do Ideb da primeira posição entre as capitais para a quarta posição” VERDADEIRO, MAS “Curitiba tem mais de 350 favelas…” VERDADEIRO “[Curitiba tem] mais de 400 ocupações irregulares” VERDADEIRO “Naquele momento [votação do impeachment de Dilma Rousseff], 90% da população do Paraná queria o impeachment” EXAGERADO “O orçamento da Fundação Cultural não está sendo utilizado. Os artistas não tiveram nenhum auxílio [durante a pandemia da Covid-19]” FALSO “Em média, de cada oito famílias de Curitiba, uma família está na fila da Cohab” EXAGERADO “Não foi cumprido o plano de carreira dos professores” VERDADEIRO",0,16482
14380,"Lupa​ “O LAUDO BALÍSTICO do caso ÁGATHA no Complexo do Alemão saiu ontem 11Out19. Vocês sabiam? Não né, sabe porque? Porque a perícia concluiu que o projétil no corpo da inocente Ágatha NÃO CONDIZ COM O PROJÉTIL USADO PELA PM no Rio de Janeiro” FALSO Lupa",0,14380
5370,"Desculpa, soube agora que essa matéria é de 2016. Recebi e repassei sem me atentar para a data.",0,5370
15966,"Lupa: “Olha o frio chegando no Paraná. Chuva de granizo hoje em Campo Mourão – Paraná, causada pela onda de frio que está vindo do Sul e que promete chegar em São Paulo nesta quarta feira. Se cuidem e que Deus proteja os moradores de ruas e em barracos nas comunidades e favelas. Se tiver um agasalho ou um cobertor sobrando, DOE para quem precisa. COMPARTILHE” FALSO Lupa",0,15966
14815,"A empresa aérea Gol lança nesta segunda-feira (24) um concurso que permitirá ao vencedor ter um desenho seu estampado em tamanho gigante num avião da companhia. O desenho deve ter o futebol como temática principal e usar as cores do Brasil. A empresa aproveita para fazer promoção da Copa do Mundo, por ser a transportadora oficial da seleção brasileira.Para participar, deve ser acessado o site www.pintouumgol.com.br. Há duas opções: desenho online e em papel. Na modalidade online, aparecem na tela do computador a imagem de um Boeing 737-800 e as ferramentas de personalização. Após criar a arte, o participante deve clicar em ""Enviar"". Na opção de papel, o interessado deve fazer o download de um arquivo com a imagem de um avião e imprimi-la para personalizar manualmente, ou utilizar softwares de edição. Após concluir a arte, deverá digitalizá-la, fazer o upload (máximo 3 megabytes) e clicar em ""Enviar"".A promoção é válida até as 23h59 de 20 de abril. O resultado será divulgado no dia 30 de abril. Além de ter seu desenho reproduzido em um dos Boeings da companhia, o vencedor receberá uma miniatura com a mesma pintura. Os segundo e terceiro lugares serão premiados com brindes exclusivos da Gol e da seleção. Enviar Siga UOL Economia Enviar",0,14815
622,Se não viram só pesquisa no Google vou nem da mais detalhes pra não dizer que é fake News,0,622
5375,"Show da Anita em Imperatriz.
Tem que respeitar a vontade do povo.
Vai falar mal do MITO, toma porra!!!
😂😂😂😂😂😂😂😂
👊🏽👊🏽👊🏽👊🏽👊🏽👊🏽👊🏽👊🏽",0,5375
857,"Depois dizem que é implicância, olhem só o número da moto que estava trapaceando",0,857
6068,Desperta Brasil. acorda Brasil gente estamos na hora de reagir de uma forma positiva. através de nossos votos no dia 7 de outubro. elegendo pessoas deputados federais governantes do nosso país. E presidente. que defenda nossas crianças que defenda a família,0,6068
16530,"O governador de Goiás, Reinaldo Caiado (DEM), afirmou nesta quinta-feira (6) que é favorável à proposta do presidente Jair Bolsonaro de reduzir alíquota do ICMS sobre os combustíveis. Diferente de Caiado, o governador de Mato Grosso do Sul, Reinaldo Azambuja (PSDB), e outros 21 chefes do Executivo se manifestaram contrários à medida do presidente. Em comunicado nas redes sociais, Caiado afirmou que o cidadão é quem paga a alta carga tributária sem receber de volta obrigações de município, estados e União. “ O posicionamento de Caiado é totalmente oposto ao da maioria dos governadores, incluindo Reinaldo, que são favoráveis à alta tributação no combustível, alegando queda na receita dos Estados. Por coincidência, Mato Grosso do Sul sofreu um recente aumento na alíquota que incide sobre a gasolina, justamente, para os 30% referidos por Bolsonaro. O reajuste polêmico aconteceu após Reinaldo enviar projeto para a Assembleia Legislativa, propondo também alterações no uso do Fundersul e renegociação de dívidas referente ao ICMS. O projeto de Reinaldo colocou o Estado entre os três com maior índice cobrado sobre a gasolina no Brasil, segundo dados revelados pelo Sinpetro (Sindicato do Comércio Varejista de Derivados de Petróleo e Lubrificantes). Confira o posicionamento de Caiado publicado nas redes sociais:",0,16530
10725,"A Band exibe neste sábado, 23, às 12h45 o sucesso mundial Encantadores de Pets. Com a apresentação de Jacqueline Sato. O programa começa acompanhando a rotina de Cesar Millan, na faixa O Encantador de Cães, ele é um adestrador canino, que além de reeducar cães agressivos e com hábitos ruins, também ajuda os donos a conviver em harmonia com seus animais. Esse método de Millan foi desenvolvido desde sua infância quando cuidava dos cachorros da fazenda de seu avô no Mexico. O programa exibe ainda a faixa Meu Gato Endiabrado, onde Jackson Galaxy promete domar os felinos mais bravos do mundo, gatos que tem cara de fofos, mas que na verdade são verdadeiros demônios. Na edição dessa semana, Cesar Millan e Jackson Galaxy vão conhecer cães e gatos que têm uma vida glamorosa são tão e mimados que desenvolveram sérios maus hábitos. O primeiro caso dessa edição é o gatinho de uma estrela de um famoso reality show que está completamente desgovernado. Logo em seguida, Princess carrega o peso de ser a queridinha do consagrado time de basquete Los Angeles Lakers. E para finalizar, a cadelinha Prada, uma lulu da pomerânia, foi criada para ser insuportável: a dona dela gasta 700 reais por semana em brinquedos e tranqueiras. Vai ser um grande desafio para o encantador. A Band exibe no próximo sábado, 23, às 12h45, o programa Encantadores de Pets. Com a apresentação de Jacqueline Sato.",0,10725
5974,"Meus amigos e amigas, após ouvir esse áudio tenho que reafirmar minha admiração pelo excelente *Alexandre Garcia*. Análise perfeita, doa a quem doer. É um dos mais sensatos jornalistas em atividade no país.",0,5974
2124,Facebook: Martem Sarmento Garcia I; Martem Sarmento Garcia II; Martem Sarmento Garcia III; Martem Sarmento Garcia IV; Martem Sarmento Garcia V; e Martem Sarmento Garcia VI. Grupo:,0,2124
6514,"Vamos cuidar esses tipos de postagens contra o nordeste...tem muita gente boa e esclarecida lá. 
Acho melhor nos sermos inteligentes e tentar convencer para nosso lado e não fazer piadas como se fosse inimigos.",0,6514
4770,Hoje estarei concedendo entrevista ao portal Az às 14:30h. Nos assista ao vivo pelo Facebook.com/PortalAZ.  #CapitãoéFederal #1722PraMudar,0,4770
12787,"Um dos metais usado no componente, o ródio, custa quase R$ 6.000 o grama; platina e paládio também são usados nele e estão com o preço em alta O Canadá vem enfrentando algo inusitado: o aumento do número de roubo dos catalisadores dos carros – em algumas regiões, o número dessas ocorrências quadriplicou. O componente virou alvo dos marginais pois tem em sua composição metais nobres e raros como platina, paládio e ródio. No Canadá, esses metais são vendidos por onça, o que equivale a 28 gramas. Um onça de platina está avaliado em R$ 6.600 reais, enquanto a mesma quantidade de paládio está cotado em R$ 13,4 mil!. Tá achando caro? Um onça de ródio está custando R$ 162,1 mil – cerca de R$ 5.780 por grama. VEJA TAMBÉM: A polícia canadense tem intensificado os esforços para encontrar ladrões e no mês passado cinco pessoas foram acusadas de roubar conversores catalíticos de toda a Ilha do Príncipe Eduardo. O prejuízo causado por eles é estimado em R$ 450 mil. No Brasil não há estatísticas sobre o roubo de catalisadores, mas um golpe comum “na praça” é condenar o componente muito antes do real fim da sua vida útil. Dessa forma, o mecânico mal-intencionado revende o catalisador no mercado negro, onde ele é valorizado pelos seus metais preciosos. Outros “profissionais” sugerem a retirada do componente para aumentar o desempenho do motor. Essa prática também é errada, pois todo o motor foi calibrado levando em conta o catalisador. O catalisador que vem de fábrica no veículo é projetado para funcionar perfeitamente por, no mínimo, cinco anos ou 80 mil quilômetros. Porém, após esse prazo, o componente pode permanecer em boas condições por muitíssimo mais tempo e ter uma longa vida útil. Não são raros os relatos de que o catalisador nunca precisou ser trocado. Normalmente, a troca da peça só é necessária se houver algum dano por uso de combustível adulterado, por exemplo. Ou, em uma colisão, quando ele pode quebrar. Outra possível causa de problemas no catalisador é a utilização de óleos lubrificantes incompatíveis com o motor. Fluidos de viscosidade muito baixa, por exemplo, podem escorrer até o escapamento. Existe a possibilidade, ainda, de elementos presentes no lubrificante ficarem impregnados no componente. Portal para quem gosta de carro e para quem não gosta, mas precisa dele no dia a dia. roubaram o catalizador do meu carro! não retiraram as peças, somente os metais preciosos que ficam dentro. a seuguradora YOUSE não quis cobrir o seguro como furto! fiquem atentos Acabaram de roubar o catalisador do meu carro, sábado, dia 22 de maio de 2021. Cuidado! Roubaram o meu hj. Dá ideia para os ladrões daqui nao, Autopapo... :[ Acabaram de roubar meu catalisador, agora dia 22 de maio de 2021. Cuidado!",0,12787
